RegionID,RegionName,SizeRank,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12
24,Kentucky,26,123400,123700,124000,124300,124600,125100,125600,126200,126800,127500,128100,128600,129100,129700,130200,130800,131400,132000,132600,133300,133800,134300,134700,135000,135300,135700,136100,136600,137200,138000,138700,139500,140300,141100,141800,142300,142800,143200,143700,144000,144600,145200,146000,147000,148000,149100,150000,150800,151500,152100,152700,153200,153800,154300,154900,155600,156400,157300,158300,159300,160500,161700,163000,164400,165600,166700,167500,168200,168900,169700,170600,171700,172900,174000,174900,175600,176200,176800,177500,178300,179300,180400,181400,182400,183100,183800,184300,184600,184800,184900,185100,185300,185700,186100,186300,186400,186400,186500,186900,187500,188200,189000,189700,190000,189600,188900,188300,188000,187900,188200,188700,189100,189600,190100,190700,191400,192200,193100,193900,194400,194700,195200,196000,196800,197700,198400,198900,199100,199300,199800,200700,200900,200600,200500,200600,200700,200600,200600,200600,200800,201100,201800,202800,202800,202000,201400,201100,200600,200100,199700,199400,199200,199100,199600,200500,200500,199600,198900,198700,198500,198400,198300,198300,198300,198700,199600,199700,202900,208700,212100,211500,211400,211200,211200,211100,211000,210500,206600,201300,197900,196800,196000,196100,196100,196000,195900,195700,195400,195300,195700,196600,196700,195800,195300,195500,195800,195900,195900,196000,196200,196300,197100,198400,198800,198600,199000,199900,200600,201400,202200,202900,203600,204200,204900,205800,206600,206800,206900,207100,207300,207800,208000,208000,208300,209000,210000,211200,212000,212200,212600,213400,214200,214900,215900,217100,218200,219000,219800,220900,222000,222900,223800,224600,225300,226100,226800,227800,228800,229900,231300,233100,234400,235500,236700,238100,239400,240200,240700,241300,241900,242500,243800,245500,246400,246900,247500,248200,248900,249900,251200,252600,253600,254300
46,Oregon,27,185700,186700,187800,188800,190000,191100,192200,193200,194300,195400,196400,197100,197900,198500,198900,199300,199600,199600,199500,199100,198500,197800,197100,196500,196100,196100,196500,197300,198400,199600,201000,202400,203900,205500,207100,208300,209400,210300,211100,211900,212700,213500,214200,215000,215800,216800,217900,219000,219800,220600,221200,221900,222700,223500,224300,225300,226400,227900,229300,230600,231500,232200,232900,233600,234400,235300,236200,237100,238200,239600,241100,242500,243600,244500,245300,246200,247200,248400,249400,250700,252100,253800,255700,257500,259000,260300,261500,263000,264800,266600,268200,269600,270900,272500,274500,276700,279100,281500,284400,288000,292300,296800,301100,305100,309300,313900,318800,324200,329700,335100,340800,347600,355700,365300,376800,389300,400400,407300,410400,413400,419700,429500,438700,443200,442100,438000,433600,429900,428000,427900,428600,429600,430400,430200,429400,428800,428400,427700,426400,424200,422200,420400,418600,416800,414700,411500,407500,403600,399900,396500,393300,389800,386800,384300,381300,377900,374300,369700,365200,362000,360100,358800,357600,356800,355000,354200,355700,354700,350100,346700,344600,341500,338200,335300,332800,331100,329100,326400,323300,320600,318800,317900,317400,317700,318500,319200,319000,318100,317600,317300,317400,318400,319900,320800,322000,323500,325200,327100,329100,331100,332500,334000,336100,339500,343900,347600,350300,352800,355300,357500,359500,361900,364400,366600,368600,371100,373700,375900,378000,380400,382700,384900,387400,389700,391700,394400,397400,400000,402800,406200,409600,413100,416900,420600,424000,427400,431600,435400,438300,442100,447400,452800,458000,462500,465400,468200,471700,475600,479700,483300,485800,488100,490500,492500,493400,493900,495100,496200,496500,497000,498400,501300,504800,507300,509300,511600,513600,515300,516500,517000,518000,519500,521300
45,Oklahoma,28,106600,108600,110500,111900,112700,113000,112900,112400,112100,112000,111600,110600,109400,108100,106900,105800,105000,104500,104300,104200,104400,104800,105100,105100,105300,105800,106500,107500,108800,110000,111000,111500,111800,112000,111900,112000,112400,113200,114100,115000,115800,116500,117100,117800,118700,119900,121000,121900,122700,123400,124000,124400,124800,125000,125300,125600,126200,126900,127500,127900,128100,128100,127900,127800,127800,127800,127900,128200,128600,129300,130000,130700,131200,131700,132200,132600,133100,133700,134400,135300,136100,136600,136600,136700,136900,137200,137700,138200,138900,139700,140400,141000,141600,142100,142600,143100,143600,144100,144800,145400,146200,147000,147900,148500,148900,149200,149400,149400,149700,150000,150400,151100,151900,152800,153600,154300,154900,155500,156000,156600,157400,158400,159200,160100,161000,161800,162600,163100,163600,164000,164300,164600,165200,165900,166400,167100,167800,168400,169000,169500,170200,171000,171700,172400,173100,173400,173500,173400,173000,172600,172300,172200,172600,173500,174500,175600,176600,177100,177000,176900,176800,176700,176600,176700,176800,177300,178500,178700,177400,176700,176900,176900,176500,175900,175800,175700,175500,175100,174700,174300,174300,174400,174400,174400,174600,175000,175400,175600,175700,175500,175300,175300,175600,175900,176100,176400,176800,177200,177700,178100,178300,178000,177800,178200,179000,179900,180800,181800,182700,183400,183800,184200,184600,185000,185100,185200,185700,186100,186500,187000,187500,187800,188000,188400,188900,189500,190000,190700,191500,192300,193100,193800,194100,194400,194800,195400,196200,197500,199000,200400,201800,203200,204400,205200,205900,206500,207200,207900,209100,210100,210800,211600,212400,212800,213000,213000,212700,212600,212500,212400,212500,213300,214300,215200,215800,216100,215800,215600,216100,217000,218000,218900,219400
11,Connecticut,29,226000,225500,224900,224500,224100,223900,223900,224100,224600,225200,225800,226300,226700,227100,227600,228100,228600,229200,229900,230700,231700,232900,234000,234900,235800,236800,237900,239200,240500,242100,243800,245500,247400,249200,251000,252800,254700,256900,259200,261500,263800,266000,268100,270300,272800,275300,277900,280400,282800,285200,287500,289800,292300,294800,297400,300200,303200,306300,309400,312400,315400,318400,321500,324600,327800,330800,333600,336100,338400,340700,343000,345600,348300,351300,354400,357600,361000,364500,368100,371800,375700,379300,382600,386000,389400,392700,395900,399100,402100,404900,407700,410600,413700,417000,420500,424100,427800,431600,435400,439200,443200,447400,451800,456300,460900,465300,469400,473300,477100,480500,483700,486700,489300,491700,493900,495800,497300,498200,498900,499600,500300,500700,500500,500100,499400,498400,497200,495800,494500,493500,492600,491900,491200,490200,488700,487200,485800,484500,483000,481200,479000,476400,473400,470500,468000,465600,462800,459600,456400,453400,450800,448200,445700,443400,440900,438200,435200,431800,428100,425100,423200,422200,421600,421300,421100,421400,422400,421200,418100,416300,415800,414400,412700,410900,407900,403900,400600,399000,398000,397300,396400,394800,394300,394200,393200,391600,391100,390800,389400,386300,383900,382900,382800,383300,383900,384100,383700,383000,382700,383300,384200,384600,384400,385000,387100,388200,388100,388800,390100,390900,391000,391300,391200,391100,391200,391300,391000,391400,392500,393100,393000,392600,392400,393200,394600,395700,395400,394500,394200,394100,393700,393400,393300,393300,393300,392700,392400,392500,392600,392900,393200,393300,393500,393400,393300,393400,393500,393500,393900,394300,394500,394900,395600,395800,395000,395200,397100,399700,401500,402900,403700,404900,406600,408200,409200,409800,410200,410500,411300,411900,412000,411400,411200
19,Iowa,30,102600,103000,103600,104400,105300,106200,107100,107800,108200,108300,108200,108200,108500,108900,109600,110400,111300,112300,113300,114200,115000,115600,115900,115900,115800,116000,116400,117200,118400,119700,121300,122800,124200,125500,126600,127300,127700,127800,127700,127400,127000,126600,126400,126400,126600,127200,128000,128900,129800,130700,131500,132200,132800,133100,133200,133400,133600,134200,134900,135700,136600,137300,137900,138400,138700,139100,139600,140200,140900,141900,143000,144000,145000,145900,146600,147200,147800,148300,148900,149700,150400,151000,151500,152000,152500,153200,154000,155000,156100,157200,158300,159300,160100,160700,161300,161800,162300,162800,163400,163900,164600,165300,166200,167000,167600,167900,167900,167700,167800,168300,169200,170300,171400,172500,173300,174100,174700,175400,176000,176600,177300,177800,178400,178900,179400,179900,180400,180800,181300,181900,182400,182900,183300,183500,183600,183700,183900,184000,184300,184700,185100,185600,186200,186800,187300,187400,187300,187000,186600,186200,186000,185800,185800,186000,186300,186800,187400,187600,187700,187500,187200,186800,186600,186500,186300,186300,186700,186900,186800,187100,187900,188200,188400,188400,188100,187700,187400,187000,186700,186400,186200,186100,186100,186300,186600,187000,187300,187500,187700,188100,188400,188600,189100,189700,190100,190600,191300,192200,193000,193800,194700,195400,195900,196500,197200,197700,198000,198400,199100,199800,200300,200800,201200,201600,202400,203000,203500,204300,205500,206500,207200,208000,208700,209300,210100,210900,211800,212900,214100,215100,215800,216400,217000,217600,218200,218900,219400,220100,221200,222400,223600,224600,225700,227000,227900,228700,229500,230300,230900,231700,232700,233700,234700,235700,236400,236700,236900,236900,237700,239700,241900,243000,243000,243000,243600,244400,245000,245500,246300,247100,248000,248600,249000
34,Mississippi,31,135900,136500,137200,137800,138400,138900,139300,139300,139200,138900,138600,138100,137800,137500,137500,137600,137900,138200,138300,138200,137800,137200,136300,135200,133800,132200,130600,129100,127900,127100,126500,126000,125500,124800,124000,123500,123300,123500,123800,124300,124800,125100,125300,125500,125700,125900,126200,126500,126700,126700,126500,126200,125800,125400,125100,125100,125300,125900,126600,127500,128400,129200,130000,130800,131500,132000,132300,132400,132400,132300,132100,131700,131200,130900,130800,130900,131400,131900,132300,132700,133100,133400,133900,134500,135100,135900,136600,137200,137600,137800,137900,138100,138200,138300,138400,138500,138800,139300,140100,141000,142300,143900,146000,148600,151500,154500,157100,159500,161600,163300,164900,166500,168100,169600,170900,172100,173300,174800,176600,178800,180800,182200,182600,182300,181900,181600,181900,182400,183200,184000,185000,186200,187800,189800,191900,194000,195800,197200,198100,198400,198300,197900,197500,196800,195900,194700,193500,192700,192300,192200,191900,191600,191100,190500,190000,189500,188800,188000,187200,186700,186500,186400,186100,185700,185800,186000,185900,185600,185600,185800,186200,186500,186500,186200,185900,185500,185100,184800,184500,184000,183500,183500,183700,183600,183000,182300,181900,181500,181000,180600,180100,180100,180300,180700,181100,181300,181500,181800,182500,182900,182600,182100,182300,182400,182200,182000,182000,181700,181500,181000,180600,181000,181900,182700,183200,183200,182600,182000,181800,182400,183600,184800,185200,185800,186800,187600,188100,189400,190600,191000,191400,192000,192400,192700,192800,193000,193400,194200,194900,195500,195900,195900,195700,195500,195900,197200,198200,198400,198700,199300,199700,200100,200400,199800,199500,200300,201300,201600,202200,203000,203400,203900,205400,206600,209500,214500,218700,219800,220000,220200,222000,224200,225800
6,Arkansas,32,106700,106500,106300,106100,106000,106000,106000,106100,106400,106800,107400,108100,109000,109700,110300,110700,111000,111200,111500,111800,112200,112600,112900,113000,113100,113200,113600,114100,114800,115600,116400,117100,117700,118200,118600,119100,119500,120000,120500,120900,121400,121700,122000,122300,122700,123500,124400,125300,126200,126900,127500,128000,128400,128900,129400,130000,130700,131600,132500,133200,133800,134200,134500,134600,134500,134500,134400,134300,134200,134200,134400,134500,134700,135100,135600,136400,137500,138800,140300,141800,143000,143400,143300,143400,143800,144500,145400,146400,147400,148300,149000,149800,150600,151400,152300,153200,154100,155100,156300,157500,158800,160100,161400,162700,164100,165700,167100,168500,169800,171000,172100,173200,174200,175100,176000,176800,177500,178400,179300,180400,181600,182700,183800,184800,185700,186500,187100,187400,187500,187600,187600,187800,188000,188100,187900,187800,187600,187400,187300,187000,186800,186700,186500,186300,186200,185800,185200,184600,184100,183600,183000,182500,182300,182200,182200,182300,182500,182300,181800,181200,180700,180200,179800,179700,179300,179200,179900,179600,178300,177900,178500,178500,178100,177600,177500,177600,177500,177100,176600,176500,176500,176200,175600,175200,175100,175200,175400,175700,176000,176200,176000,175900,175900,176000,176400,176800,177100,177400,177700,177700,178100,178600,179000,179500,180100,180800,181500,182300,183200,184000,184400,184900,185500,186000,185900,186000,186400,186900,187000,187200,187500,187700,187900,188300,188600,188800,189100,189800,190400,191000,191700,192400,193100,193800,194400,194500,194900,195600,196600,197400,198200,199100,199900,200500,201200,201900,202600,203200,203600,204100,204700,205600,206600,207500,208300,208700,208700,208600,208800,209100,209500,210700,212400,214000,215100,215500,215700,216200,216900,217500,218500,219800,220700
23,Kansas,33,112800,112500,112500,112500,112400,112300,112300,112400,112900,114100,116300,119200,122600,126000,129100,131600,133700,135500,137100,138700,140300,141800,143300,144500,145700,146700,147700,148800,149800,150900,152000,153100,154000,154700,155300,155700,156100,156600,157100,157500,157900,158400,158900,159400,160000,160600,161300,161900,162700,163400,164200,165200,166100,166900,167700,168400,168900,169500,170000,170500,171200,171900,172700,173400,174200,174900,175600,176300,176800,177300,177800,178300,178800,179300,179800,180200,180500,180800,181100,181500,181800,182300,182600,182800,182900,183100,183300,183700,184100,184600,185100,185600,186100,186600,187200,187900,188700,189500,190300,191300,192400,193700,195200,196500,197600,198500,199200,199600,199800,199900,199700,199400,199100,198900,198900,199200,199700,200400,201000,201500,201900,202300,202700,203200,203800,204500,205000,205600,206100,206700,207400,208100,208800,209500,210100,210600,211100,211400,211600,211600,211500,211400,211400,211500,211700,211900,212000,211900,211600,211100,210700,210300,209900,209500,209200,208900,208600,208300,207800,207400,207200,207100,207000,206900,206800,206900,207000,206900,206400,206300,206600,206800,206800,206600,206300,206300,206200,205500,204600,203700,202900,202200,201700,201300,201200,201200,201100,200700,200400,200300,200200,200300,200900,201300,201300,201200,201200,201100,201000,201300,201800,202500,203200,203700,204200,204800,205500,205900,206400,207000,207500,208000,208500,209100,209700,210100,210500,210800,211300,212000,212600,212900,213600,214500,215300,215700,216300,217000,217600,218000,218500,219300,220300,221400,222300,223100,223800,224800,226000,227200,228600,230400,232100,233700,235400,237300,238800,240100,241300,242600,243900,245700,247600,249000,250000,250700,251400,252200,252900,253500,254200,255400,257200,258600,260000,261800,263700,265100,266300,267200,268400,269900,271200
55,Utah,34,214700,215300,215800,216400,217000,217700,218600,219700,221300,223200,225400,227800,230200,232400,234300,236000,237500,239000,240300,241400,242100,242500,242600,242700,242700,242800,243000,243300,243600,243800,243900,243700,243200,242500,241800,241300,241100,241300,241600,242000,242600,243200,244000,245000,246200,247500,248900,250200,251300,252300,253100,253500,253500,253500,253200,252900,252500,252000,251500,250900,250400,250100,250000,250200,250600,251400,252300,253300,254300,255200,256000,256800,257400,257900,258200,258300,258300,258100,258100,258200,258500,258900,259300,259600,260000,260600,261300,262100,262900,263600,264000,264300,264800,265500,266500,267500,268200,268600,268600,268400,268300,268500,269100,270100,271300,272600,273600,274600,275900,277600,279700,282600,286300,290400,294600,298700,302800,306700,310600,315200,320700,326400,332200,338400,344500,350200,355500,360700,366300,372200,377800,383900,390400,396200,400900,405500,409600,413200,416300,418800,420700,421700,421100,420800,421000,420400,418700,416600,413900,410900,408000,405000,402400,399900,396800,394100,392200,389500,385700,381700,377500,373400,369700,366800,362200,359300,360800,358600,350300,344500,342800,339900,337300,335600,334300,332200,330200,328000,325600,323600,322200,320900,320100,319800,319400,318500,318000,318400,319200,319000,317000,315900,317400,319900,321100,321800,323200,324800,326200,327500,329500,331700,333600,335400,337400,339000,340700,343200,346100,348400,350100,351900,354200,356800,359400,362300,365100,366900,368100,369400,370400,371000,371600,372600,373200,373600,374400,376600,378900,380100,381000,382500,384300,386300,388200,389700,391200,392700,394100,396200,399400,402300,404500,406400,408100,409900,411900,413800,416200,418700,420700,423100,426800,430500,433500,437000,440300,442900,444600,446000,447600,451400,457300,462500,465700,468800,472600,475900,478500,481900,487000,492200,495800
42,Nevada,35,195200,195300,195400,195400,195500,195700,195900,196100,196500,196900,197300,197500,197600,197700,197800,197800,197900,198000,198300,198700,199300,200100,200700,201100,201500,201700,201900,202100,202300,202700,203100,203600,204200,204800,205100,205200,205500,205800,206300,207000,207900,208900,210100,211500,213000,214700,216400,217900,219400,220800,222000,223200,224300,225300,226400,227600,229000,230400,231800,233000,234000,235000,236100,237300,238700,240300,242200,244100,246100,248000,249700,251200,252500,253600,254600,255500,256500,257600,259100,260900,262700,264600,266600,268800,271200,274200,277900,282400,287600,293300,299800,306800,314500,322800,331800,341800,353200,365600,378900,392400,405200,416800,426900,435400,443000,450200,456900,463300,469200,473800,477300,479800,481700,483500,485300,487100,489000,490900,492800,494800,496900,498500,499400,499200,497700,495100,491800,487800,483900,480100,476000,471600,467300,463000,458700,453900,448800,443400,437300,430300,422700,414400,405700,396800,388300,380000,371600,363300,355600,348500,341700,335000,328500,322000,315100,307700,300100,292400,285100,279200,275000,272100,270100,268900,267700,267200,267600,268400,267700,266100,264500,262800,260400,257700,255100,252800,250400,247800,245500,243200,240900,239000,237400,235700,233900,232100,231200,230800,230800,231600,232400,233100,234300,235600,237200,240100,243600,246800,249100,251700,255000,258000,260500,263700,268500,274700,281000,285800,289700,293600,297200,299800,301500,303100,305300,308100,310700,312700,314700,316800,318700,320400,322200,324300,326700,328600,330400,332100,333500,335100,337200,339100,340800,342100,343300,345200,347300,349100,350700,352600,355000,356900,357800,358900,360700,362500,364300,366400,368400,370100,372400,375200,378100,381000,383700,385800,387800,391000,394500,397000,399400,403700,408500,412100,414800,417600,420200,423000,426100,429100,432100,434700,436500
41,New Mexico,36,187900,187800,187600,187200,186900,186600,186600,186900,187500,188200,189100,190000,190700,191400,191900,192100,192100,191700,190700,188800,185900,182200,178400,175000,172400,171300,171400,172600,174500,176500,178400,180100,181700,183100,184400,185500,186400,187100,187600,188000,188100,188200,188500,188800,189300,190000,190800,191700,192500,193300,193900,194100,194000,193800,193700,193800,194400,195200,196200,197100,198100,199000,199800,200400,200800,201100,201700,202400,203500,204700,206000,207200,208500,209800,210800,211600,212100,212500,212800,213400,214100,214900,215900,216800,217700,218900,220500,222500,224800,226900,228400,229400,230200,231100,232300,233700,234700,234900,234900,235500,236800,238900,241700,244600,247300,249400,251000,252300,253700,254900,256000,256900,258100,259500,261300,263400,265700,268200,270800,274000,277500,281200,284900,288100,290800,292900,294800,296500,298300,300100,301600,303200,304900,306600,308200,309800,311200,312300,313100,313700,314200,314500,314200,314000,313500,312700,311600,310700,310000,309300,308600,307900,307200,306600,305800,305300,304900,304200,303200,302200,301200,300200,299400,299100,298700,298400,299000,298100,295500,293300,291800,289800,288000,286000,283800,281600,279100,276400,273800,271500,270200,269600,269000,268600,268500,268000,267000,266300,266000,265700,265300,264900,264800,264800,265000,264700,263700,262900,262800,262800,263100,263700,264100,264600,264800,264800,265000,265500,266000,267400,268600,268800,268600,269400,270300,271000,271000,270800,270700,270900,271100,271200,271500,272200,273000,273500,273900,274800,275600,276100,277400,280000,282700,283900,283900,283800,284400,284900,285700,287600,289100,289300,289400,290100,291100,292400,294700,297600,299700,300500,301300,302700,303600,303400,303200,303800,304300,304800,306000,307700,309300,311400,314000,315700,320600,329500,335900,337100,338300,340700,343100,345400,347100
61,West Virginia,37,91200,91300,91400,91600,91800,92100,92300,92600,93000,93400,93800,94100,94300,94500,94700,94900,95100,95400,95900,96400,96900,97600,98200,98600,99000,99300,99500,99800,100000,100200,100600,101200,101900,102800,103600,104300,104900,105500,105900,106300,106700,106800,106900,106700,106500,106100,105700,105400,105200,105200,105300,105700,106300,107200,108200,109400,110700,111800,112600,113000,113100,113000,112900,112900,112900,113100,113400,113600,114100,114600,115100,115500,115900,116400,117200,118500,120600,123400,126700,130200,133400,135800,137900,140000,141800,143100,143700,143300,141800,139600,137300,135500,134900,135800,138200,142000,146800,152400,158300,164500,170000,174200,177200,179000,179700,179400,178500,177600,176800,176200,175500,174800,174600,175000,175900,177000,178100,178900,179400,179500,179600,179600,179500,179800,180200,180900,181600,182300,182900,183400,183700,184100,184600,184800,184600,184300,184000,183700,183500,183400,183400,183400,183200,183200,183300,182900,181800,180900,180200,179500,179000,178600,178400,178200,177800,177800,178000,177900,177100,176400,175700,175200,174700,174500,174000,173600,174300,172300,167800,165100,165000,164800,165100,165400,165500,165400,165200,164900,164100,163500,163700,164200,164700,165100,165200,165200,165100,165000,164800,164500,164300,164800,165600,166200,166300,166400,166600,167000,167500,167700,168100,168300,168300,168600,169500,170200,170800,170700,170000,169000,168400,168100,168200,168600,168900,169200,169800,170500,170700,170800,170800,170900,171300,171800,172200,173000,173800,174300,175000,175800,176000,176400,177300,177900,177700,177500,177600,177400,176800,176400,176900,178000,178600,178900,179200,179500,179600,179700,179800,179800,181700,185700,186700,183900,182000,182300,182600,183200,183500,183800,184100,184400,184300,184300,184500,185200,185900,186500,187200,188200,189300,190200,190800
38,Nebraska,38,127300,129400,131600,133600,135300,136600,137400,137900,138300,138600,138900,138900,138800,138500,137900,137200,136700,136500,136400,136300,136200,136100,135700,135200,134700,134500,134700,135100,135800,136500,137200,137900,138500,139200,139900,140600,141400,142000,142500,142900,143000,143200,143300,143700,144300,145300,146500,147900,149400,150600,151700,152500,153200,153800,154400,154900,155200,155100,154400,153100,151400,149700,148300,147400,146900,146900,147200,147500,147900,148300,148600,149100,149600,150200,150800,151400,152200,152900,153700,154500,155300,156100,156800,157500,158400,159400,160600,161800,163100,164300,165400,166500,167500,168400,169400,170600,171900,173300,174600,175800,176600,177100,177600,178200,179000,180200,181600,182900,183900,184600,185200,185800,186400,186900,187300,187700,188300,188800,189200,189800,190300,190800,191300,191700,192000,192400,192800,193200,193400,193700,193900,194300,194500,194500,194400,194300,194300,194300,194400,194300,194300,194100,193800,193400,193100,192800,192600,192400,192000,191600,191200,190900,190600,190500,190500,190500,190400,190100,189800,189600,189800,190000,190300,190500,190700,190900,191500,191700,191400,191300,191500,191400,191100,190500,189900,189500,189200,189000,188800,189000,189700,190200,190100,190000,190100,190500,190900,191300,191400,191600,191600,191500,191900,192800,194000,194900,195700,196600,197400,198500,199400,199900,200400,201200,201800,202400,203500,205000,206400,207600,208800,209600,210600,211800,212800,213400,214100,214800,215400,216200,216900,217500,218200,219100,220100,221100,222100,223400,224800,225900,226800,227700,228500,229300,230200,230900,231800,232900,234100,235400,236900,238200,239400,240300,241400,242400,243400,244300,245400,246400,247500,249100,250500,251500,252600,253800,254900,255600,256600,258100,259500,260800,262200,263300,264200,265700,266900,267700,268600,269700,270700,271400,271900
20,Idaho,39,142100,142000,142000,142000,142000,142000,142100,142400,143100,144400,146600,149600,153200,156800,160300,163500,166300,168800,171200,173700,176200,178800,181200,183100,184500,185600,186500,187400,188200,189100,190100,191300,192500,193700,194800,195500,196000,196200,196300,196200,196000,195700,195400,195100,194900,194800,194900,195200,195600,196200,196900,197500,198100,198600,199200,199900,200600,201300,201900,202200,202000,201600,201100,200500,199900,199300,198900,198600,198500,198400,198600,198800,199200,199900,200700,201800,203100,204500,205700,206900,207700,208000,208100,208100,208300,208800,209500,210300,211000,211700,212300,212900,213500,214300,215500,216700,218000,219100,220100,220900,221800,222900,224200,225800,227800,230300,233000,235800,238900,241900,245200,249200,254000,259900,266300,272500,278100,282900,287100,291700,296900,302100,307100,311500,315000,317200,318400,319100,319900,320400,320600,320800,321200,321300,321300,321400,321300,321200,321000,320900,321100,321100,320700,320300,319800,318500,316600,314300,311400,308300,305300,302400,299800,297400,294800,292500,290300,287500,284400,281400,278600,275900,273400,271600,269400,268000,268900,268400,264600,261100,259200,257500,255900,254700,254100,253000,251400,250600,248700,245800,244400,244300,243500,242600,242300,242300,242000,242100,242000,241100,240100,240200,240800,241800,243200,244800,246200,247800,249700,251300,252600,253700,254500,255900,257800,260000,262600,265100,267200,268700,269600,270700,272600,274300,275600,277100,278700,279400,279700,280000,280500,280800,281100,281800,283000,284100,285500,287300,289400,291400,293200,295100,297100,298600,300200,302000,304200,306900,309600,312000,314100,315600,316800,317800,318800,319800,321000,322000,323400,325200,327800,331100,334100,336500,338800,341300,344500,348100,350000,350900,351700,354200,358800,363900,368100,372400,377200,381800,385700,389800,395700,402500,407400
18,Hawaii,40,326600,324100,321400,318900,316600,314800,313400,312600,312300,312500,312800,313000,313300,313600,313600,313200,312500,311700,310800,310100,309700,309600,309800,310300,311200,312500,314200,315900,317500,319000,320400,321800,323300,324900,326300,327500,328600,329600,330400,331200,332100,333300,334900,337000,339600,342500,345400,348100,350800,353600,356200,358600,361000,363300,365500,367700,369800,372000,374000,375800,377500,379200,381000,382800,384800,386800,389100,391400,394000,396600,399000,401300,403600,406100,409000,412500,416500,421100,426200,431900,437700,443400,449100,455100,461400,467900,474800,482300,490500,499300,508300,517500,526700,536300,546400,557400,569400,582000,595200,608300,620900,632600,643700,654400,665300,676600,688300,700900,714300,728000,741800,755000,767000,777500,786500,794200,801100,807200,812400,816600,819500,821300,822500,822600,821900,821000,820000,818900,817800,816700,815300,813100,810200,807600,805900,804400,803200,802700,802400,801900,801100,799900,798200,795000,789900,783700,777000,769700,762100,755100,748400,741400,734400,728000,722100,715900,708800,701300,695400,691500,689300,688500,688900,689500,690700,691900,692000,695400,702500,708100,709700,710600,710100,709700,709600,709100,707400,705000,702700,698900,696200,696800,698300,698900,699600,697700,694900,694500,695600,697900,702400,707000,708900,710300,713000,716900,720200,723600,727300,731300,735300,738800,742000,745700,750000,753900,757800,761600,766600,772700,778400,782100,786300,790500,793800,797300,801700,805100,808100,811000,814700,818500,822400,827000,831300,833800,836300,839300,842300,844500,846400,848800,852900,857100,862000,866100,868700,872300,878000,883700,888300,892700,896700,900200,902600,905100,907400,911900,917900,922500,924100,924600,924500,926000,929100,931200,931400,932500,935800,939200,944600,953300,962500,967900,974700,983300,991900,999800,1006800,1011600,1014600,1015900,1015200
